bedrooms,bathrooms,sqft_living,sqft_living_carre,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_above_carre,sqft_basement,sqft_basement_carre,zipcode,sqft_living15,sqft_lot15,month,price
4,1.5,2120,4494400,46173,2.0,0,0,3,7,2120,4494400,0,0,98053,2000,46173,5,316000.0
3,1.0,1050,1102500,5156,1.5,0,0,3,7,1050,1102500,0,0,98106,1050,5502,4,165000.0
3,2.25,1950,3802500,3600,1.5,0,0,5,8,1430,2044900,520,270400,98119,1950,3600,8,850000.0
3,1.0,1020,1040400,6000,1.0,0,0,3,5,1020,1040400,0,0,98027,2070,7200,8,210000.0
4,2.5,1820,3312400,9161,1.0,0,0,4,7,1220,1488400,600,360000,98058,1860,7650,8,325000.0
4,2.5,2390,5712100,53941,2.0,0,0,3,8,2390,5712100,0,0,98053,2610,104108,4,682000.0
3,2.5,1400,1960000,7508,2.0,0,0,4,7,1400,1960000,0,0,98034,1710,7700,7,430000.0
3,1.5,1540,2371600,8110,1.0,0,0,4,7,1190,1416100,350,122500,98125,1290,8110,11,325500.0
3,1.75,2370,5616900,6360,1.0,0,3,3,7,1280,1638400,1090,1188100,98178,1990,6360,7,385000.0
1,1.0,670,448900,1800,1.0,0,0,5,6,670,448900,0,0,98103,1330,3360,3,435000.0
4,1.0,2420,5856400,15520,2.0,0,0,4,7,2420,5856400,0,0,98006,1630,9965,7,550000.0
3,1.0,1000,1000000,7800,1.0,0,0,4,6,860,739600,140,19600,98125,1700,7800,10,400000.0
4,2.75,2100,4410000,7350,1.0,0,0,5,7,1240,1537600,860,739600,98034,2490,7350,7,503000.0
4,2.5,2800,7840000,5368,2.0,0,0,3,8,2800,7840000,0,0,98074,2790,5368,8,676000.0
3,1.0,940,883600,11055,1.5,0,0,4,7,940,883600,0,0,98032,1420,9100,11,180000.0
3,2.0,1640,2689600,5280,1.5,0,0,5,6,1640,2689600,0,0,98002,1160,7875,6,234000.0
4,2.5,2760,7617600,5000,1.5,0,0,5,7,1680,2822400,1080,1166400,98107,1850,5000,5,734200.0
3,3.25,3660,13395600,66211,2.0,0,0,3,10,3660,13395600,0,0,98038,3660,107153,7,920000.0
4,2.5,3070,9424900,34412,1.0,0,3,4,9,2070,4284900,1000,1000000,98039,3780,27940,6,1920000.0
3,1.75,1100,1210000,10125,1.0,0,0,4,7,1100,1210000,0,0,98092,1520,10125,12,224000.0
3,2.75,3130,9796900,19530,1.0,1,4,3,8,1690,2856100,1440,2073600,98008,2980,18782,4,1400000.0
3,1.0,1320,1742400,7155,1.0,0,0,4,6,1320,1742400,0,0,98002,1070,8100,9,185000.0
3,1.75,1470,2160900,5000,1.5,0,0,5,7,1470,2160900,0,0,98107,1530,5000,8,554600.0
3,1.75,1480,2190400,8009,1.0,0,0,3,7,980,960400,500,250000,98032,1790,7678,8,268000.0
4,2.25,2260,5107600,8715,1.0,0,0,4,8,1530,2340900,730,532900,98008,2220,8650,9,675000.0
4,2.25,2210,4884100,10039,1.0,0,0,4,8,1710,2924100,500,250000,98052,2070,10965,7,620000.0
3,1.75,1540,2371600,12446,1.0,0,0,5,8,1540,2371600,0,0,98027,1330,11508,5,396450.0
5,1.75,1910,3648100,9720,1.0,0,0,4,7,1390,1932100,520,270400,98006,1750,9720,8,565000.0
3,1.75,1760,3097600,3520,1.0,0,0,3,7,1160,1345600,600,360000,98144,1840,5000,8,410000.0
4,3.0,2240,5017600,6000,1.5,0,0,4,8,1270,1612900,970,940900,98109,2240,4250,5,1190000.0
3,2.25,2110,4452100,7279,1.0,0,0,4,9,2110,4452100,0,0,98033,2130,7279,8,716125.0
2,1.0,1396,1948816,111949,1.0,0,0,3,7,1396,1948816,0,0,98053,2020,111949,5,225000.0
4,2.75,3040,9241600,7274,2.0,0,3,3,9,2320,5382400,720,518400,98125,2830,10080,7,640000.0
2,1.0,1140,1299600,5650,1.0,0,1,3,6,980,960400,160,25600,98116,1220,5700,9,374000.0
4,2.0,1780,3168400,12161,1.0,0,0,5,7,1160,1345600,620,384400,98155,1780,8170,4,415000.0
4,2.5,3370,11356900,35150,1.0,0,0,5,8,1770,3132900,1600,2560000,98027,2920,41241,8,592500.0
3,2.5,1484,2202256,1761,3.0,0,0,3,7,1484,2202256,0,0,98115,1484,4320,9,365000.0
4,2.5,2230,4972900,12753,1.0,0,0,4,7,1180,1392400,1050,1102500,98074,1860,12753,9,600000.0
4,2.5,2820,7952400,39413,2.0,0,0,4,9,2820,7952400,0,0,98092,2910,39413,12,465000.0
3,1.0,1580,2496400,7560,1.0,0,0,4,7,1000,1000000,580,336400,98001,1580,7560,4,254999.0
4,2.5,2040,4161600,8076,2.0,0,0,3,7,2040,4161600,0,0,98042,2040,8408,9,279000.0
3,2.5,2720,7398400,40813,2.0,0,0,3,8,2720,7398400,0,0,98001,2250,40511,12,460000.0
4,2.25,1490,2220100,956,2.0,0,0,3,7,1020,1040400,470,220900,98122,1510,1350,7,507000.0
3,1.75,1560,2433600,9788,1.0,0,0,3,7,1560,2433600,0,0,98178,1840,11180,5,291000.0
2,1.5,830,688900,1077,2.0,0,0,3,7,830,688900,0,0,98122,830,1366,12,350000.0
3,1.0,980,960400,2490,2.0,0,0,4,6,980,960400,0,0,98092,980,3154,11,90000.0
3,1.75,1980,3920400,7000,1.0,0,0,4,8,1360,1849600,620,384400,98058,1880,7200,8,329000.0
4,2.5,3680,13542400,11648,2.0,0,0,3,10,3680,13542400,0,0,98006,2830,11251,8,909000.0
2,1.0,860,739600,5400,1.0,0,0,4,5,860,739600,0,0,98056,960,5400,10,187000.0
3,1.75,1850,3422500,5100,1.0,0,0,3,7,1020,1040400,830,688900,98105,1850,5100,7,580000.0
3,2.5,1620,2624400,5992,2.0,0,0,3,7,1620,2624400,0,0,98019,1620,4644,9,345000.0
4,2.5,2240,5017600,7200,2.0,0,0,3,8,2240,5017600,0,0,98118,1860,6600,5,497000.0
3,1.0,1010,1020100,3060,1.5,0,0,3,6,1010,1020100,0,0,98118,1330,4590,8,345000.0
3,1.75,1610,2592100,7350,1.0,0,0,3,8,1610,2592100,0,0,98058,2120,7350,11,313500.0
3,2.5,2720,7398400,7250,2.0,0,0,3,9,2720,7398400,0,0,98033,2870,7250,4,910000.0
3,1.5,2080,4326400,5244,1.0,0,0,3,7,1190,1416100,890,792100,98125,1850,6982,6,399950.0
4,2.0,1930,3724900,6600,1.0,0,0,4,7,1030,1060900,900,810000,98168,1220,6600,5,268000.0
4,1.75,2250,5062500,8458,1.0,0,0,3,8,1450,2102500,800,640000,98136,1950,7198,12,559000.0
3,2.25,1980,3920400,8755,1.0,0,0,4,7,1300,1690000,680,462400,98198,2030,8671,7,309000.0
3,2.5,1960,3841600,4400,2.0,0,0,3,7,1960,3841600,0,0,98065,2060,4400,6,410000.0
3,1.0,1320,1742400,8625,1.0,0,0,4,7,1320,1742400,0,0,98056,1370,8295,5,259000.0
5,2.0,2940,8643600,5500,2.0,0,0,4,9,2340,5475600,600,360000,98102,2940,5500,11,950000.0
4,1.0,1460,2131600,7200,1.5,0,0,4,7,1460,2131600,0,0,98155,1690,7357,12,320000.0
4,2.5,2330,5428900,30122,1.0,0,1,3,8,1490,2220100,840,705600,98115,2430,6726,4,1150000.0
3,2.0,2620,6864400,10107,1.0,0,3,3,7,2620,6864400,0,0,98198,1730,7812,11,394250.0
1,1.0,700,490000,3876,1.0,0,0,3,6,700,490000,0,0,98103,1150,3952,11,315000.0
2,2.0,1140,1299600,12000,1.0,0,0,3,6,1140,1299600,0,0,98027,1880,6125,12,480000.0
3,2.5,2750,7562500,35440,2.0,0,0,3,9,2750,7562500,0,0,98045,2710,35440,8,556000.0
3,2.5,2480,6150400,5647,2.0,0,0,3,7,2480,6150400,0,0,98065,2510,5018,10,450000.0
3,1.5,1130,1276900,5413,1.0,0,0,3,7,940,883600,190,36100,98125,1400,7168,10,420000.0
6,3.75,2770,7672900,5000,1.0,0,0,3,8,1870,3496900,900,810000,98107,1570,2108,3,890000.0
4,2.0,1710,2924100,8814,1.0,0,0,5,7,1030,1060900,680,462400,98031,1710,7272,10,295000.0
4,2.25,2150,4622500,27345,2.0,0,0,5,8,2150,4622500,0,0,98059,2200,11923,9,410000.0
3,2.5,2250,5062500,7294,2.0,0,0,3,8,2250,5062500,0,0,98092,2140,7363,6,308900.0
4,2.5,2960,8761600,26742,1.0,0,3,3,8,1480,2190400,1480,2190400,98115,2500,9460,10,1161000.0
2,2.5,2300,5290000,6984,1.0,0,0,3,8,2300,5290000,0,0,98053,1820,4950,1,665000.0
3,1.75,1740,3027600,5500,1.0,0,0,5,7,970,940900,770,592900,98116,1740,7250,9,577000.0
3,2.5,2830,8008900,3750,3.0,0,0,3,10,2830,8008900,0,0,98117,1780,5000,9,959000.0
2,1.75,1240,1537600,6417,1.0,0,0,5,7,1240,1537600,0,0,98126,1800,6417,6,471000.0
3,2.5,2180,4752400,7169,2.0,0,0,3,8,2180,4752400,0,0,98029,2150,5914,4,560000.0
5,2.25,2510,6300100,9887,2.0,0,0,3,8,2510,6300100,0,0,98040,2510,10006,5,955000.0
7,5.5,6630,43956900,13782,2.0,0,0,3,10,4930,24304900,1700,2890000,98006,4470,8639,6,1240000.0
3,2.5,2300,5290000,18540,1.0,0,0,3,8,1800,3240000,500,250000,98177,2460,18540,12,579000.0
4,2.25,3220,10368400,7889,2.0,0,0,3,8,3220,10368400,0,0,98023,2120,7651,4,335000.0
3,2.5,2270,5152900,7887,2.0,0,2,3,8,2270,5152900,0,0,98065,2550,7133,9,485000.0
3,2.5,1840,3385600,9900,1.0,0,0,3,9,1840,3385600,0,0,98007,2730,9900,7,552000.0
4,3.25,3820,14592400,15293,2.0,0,0,3,10,3820,14592400,0,0,98074,2790,7142,7,950000.0
3,2.0,1660,2755600,7958,1.0,0,0,3,7,1130,1276900,530,280900,98092,1550,7647,3,203700.0
4,3.5,3360,11289600,9767,2.0,0,0,3,9,2450,6002500,910,828100,98023,2580,8757,7,412000.0
3,2.0,1350,1822500,8960,1.0,0,0,4,7,1350,1822500,0,0,98038,1470,8288,1,237500.0
4,3.5,2970,8820900,5000,2.0,0,2,3,9,2200,4840000,770,592900,98117,1470,4560,8,866800.0
3,1.0,1000,1000000,5100,1.0,0,0,3,7,860,739600,140,19600,98115,1000,5100,3,425000.0
3,2.0,1190,1416100,6833,1.0,0,0,3,7,1190,1416100,0,0,98092,1540,8000,6,200000.0
3,1.75,1670,2788900,6034,1.0,0,0,3,7,990,980100,680,462400,98118,1230,6034,9,280000.0
3,1.5,1200,1440000,2002,2.0,0,0,3,8,1200,1440000,0,0,98055,1270,1848,11,140000.0
5,2.5,2250,5062500,10400,1.0,0,0,3,8,1280,1638400,970,940900,98058,2140,9592,11,370000.0
2,0.75,1040,1081600,4000,1.0,0,0,3,7,930,864900,110,12100,98119,1700,4800,9,550000.0
2,2.5,3180,10112400,9400,2.0,0,4,5,10,2610,6812100,570,324900,98006,3760,9450,7,1411600.0
2,2.5,3180,10112400,9400,2.0,0,4,5,10,2610,6812100,570,324900,98006,3760,9450,3,1505000.0
4,1.5,2040,4161600,8800,1.0,0,0,4,7,1020,1040400,1020,1040400,98007,1490,8800,5,510000.0
3,1.0,1160,1345600,10518,1.0,0,0,3,7,1160,1345600,0,0,98028,1670,9380,7,351000.0
3,1.0,880,774400,10800,1.0,0,0,3,6,880,774400,0,0,98146,1100,8820,3,210000.0
4,1.75,2290,5244100,36900,1.5,0,2,5,7,1690,2856100,600,360000,98022,2170,12434,5,449999.0
3,1.0,950,902500,7620,1.0,0,0,3,6,950,902500,0,0,98106,1260,7620,5,137000.0
3,1.0,1010,1020100,14510,1.0,0,0,5,7,1010,1020100,0,0,98042,2020,44866,12,270000.0
3,2.5,3100,9610000,100188,1.0,0,0,4,7,1820,3312400,1280,1638400,98038,2430,104979,12,540000.0
5,3.0,2560,6553600,12480,1.0,0,0,3,8,1590,2528100,970,940900,98155,2500,17299,12,565000.0
4,1.5,2430,5904900,3600,2.5,0,0,3,8,2430,5904900,0,0,98112,2020,4800,4,940000.0
2,1.0,830,688900,26329,1.0,1,3,4,6,830,688900,0,0,98070,2030,27338,6,385000.0
3,3.0,2090,4368100,7634,1.0,0,0,3,8,1450,2102500,640,409600,98019,2090,9600,8,400000.0
3,2.0,2030,4120900,8649,1.0,0,0,3,7,2030,4120900,0,0,98056,1760,7200,3,365000.0
2,1.0,1060,1123600,1600,2.0,0,0,3,7,1060,1123600,0,0,98144,1360,3360,5,353250.0
2,1.5,1090,1188100,6750,1.0,0,0,3,7,950,902500,140,19600,98117,1640,6750,4,455000.0
4,3.5,3400,11560000,234352,2.0,0,0,3,8,2500,6250000,900,810000,98070,1300,39639,5,475000.0
4,1.75,1920,3686400,7455,1.0,0,0,4,7,960,921600,960,921600,98125,1920,7455,11,571500.0
2,1.0,1150,1322500,3000,1.0,0,0,3,6,780,608400,370,136900,98118,1150,5000,3,441000.0
6,2.75,3970,15760900,9500,1.0,0,0,4,10,2180,4752400,1790,3204100,98005,2490,9775,2,810000.0
3,2.25,1880,3534400,11556,2.0,0,0,3,8,1880,3534400,0,0,98074,1880,12000,4,550000.0
2,1.0,1500,2250000,4000,1.0,0,0,3,8,1100,1210000,400,160000,98109,1980,4000,7,736000.0
3,1.75,2190,4796100,17550,1.0,0,0,3,7,2190,4796100,0,0,98014,1700,17550,2,375000.0
3,2.5,2530,6400900,9932,2.0,0,0,3,8,2530,6400900,0,0,98052,2140,7950,2,717500.0
2,1.75,1930,3724900,11200,1.0,0,2,3,8,1430,2044900,500,250000,98177,2840,12408,11,581000.0
3,2.0,1510,2280100,4560,2.0,0,0,4,7,1510,2280100,0,0,98116,1990,5000,7,629000.0
3,4.25,5510,30360100,35000,2.0,0,4,3,13,4910,24108100,600,360000,98177,3430,45302,9,3800000.0
3,2.0,1100,1210000,5200,1.0,0,0,3,6,1100,1210000,0,0,98042,1050,5330,12,225000.0
3,2.5,1730,2992900,6368,2.0,0,0,3,7,1730,2992900,0,0,98038,1780,6597,6,315000.0
3,2.5,1480,2190400,1386,3.0,0,0,3,8,1480,2190400,0,0,98029,1470,1593,3,425000.0
3,1.0,1150,1322500,11802,1.0,0,0,4,7,1150,1322500,0,0,98106,1880,6082,6,346500.0
3,2.25,1950,3802500,26500,1.0,0,0,4,8,1570,2464900,380,144400,98006,2160,12751,1,550000.0
3,1.75,2380,5664400,10450,1.0,0,0,3,8,1400,1960000,980,960400,98052,2150,9600,2,565000.0
4,2.0,3100,9610000,8000,1.5,0,0,5,7,2040,4161600,1060,1123600,98103,1650,4000,12,1001000.0
2,2.0,2010,4040100,3797,1.5,0,0,3,7,1450,2102500,560,313600,98108,1660,4650,8,400000.0
4,2.0,2270,5152900,5760,2.0,0,0,4,8,2270,5152900,0,0,98116,1420,5760,11,724950.0
3,1.75,2050,4202500,16313,1.0,0,0,2,8,2050,4202500,0,0,98040,3180,10264,7,623000.0
2,1.0,650,422500,5400,1.0,0,0,3,6,650,422500,0,0,98122,1310,4906,6,295000.0
4,3.25,2780,7728400,7875,2.0,0,0,3,9,2780,7728400,0,0,98133,1000,7500,5,700000.0
2,1.5,1300,1690000,1229,2.0,0,0,3,8,1160,1345600,140,19600,98107,1430,1255,4,482000.0
3,2.5,2730,7452900,11380,2.0,0,0,3,10,2730,7452900,0,0,98075,2800,10070,8,770000.0
4,2.5,3140,9859600,22100,1.0,0,0,4,8,1820,3312400,1320,1742400,98023,2700,25500,10,310000.0
4,2.25,2410,5808100,8400,2.0,0,0,5,8,2410,5808100,0,0,98008,1910,8056,7,720000.0
3,1.0,1180,1392400,5965,1.5,0,0,4,6,1180,1392400,0,0,98125,1270,7710,3,355000.0
4,2.5,2600,6760000,4506,2.0,0,0,3,9,2600,6760000,0,0,98056,2470,6041,7,512000.0
2,1.5,1400,1960000,1650,3.0,0,0,3,7,1400,1960000,0,0,98125,1430,1650,12,303000.0
5,2.5,2220,4928400,9360,1.0,0,0,4,7,1110,1232100,1110,1232100,98058,1780,7704,6,299000.0
3,2.5,1660,2755600,6263,2.0,0,0,3,8,1660,2755600,0,0,98042,2190,6192,6,285000.0
3,1.75,2330,5428900,9652,1.0,0,0,4,8,1590,2528100,740,547600,98040,2420,9631,9,680000.0
4,1.75,1440,2073600,6720,1.0,0,0,5,6,720,518400,720,518400,98166,1820,6784,9,285000.0
4,2.25,2920,8526400,17023,1.0,0,0,4,9,1690,2856100,1230,1512900,98006,2710,10681,11,707000.0
3,2.0,1760,3097600,6428,1.0,0,0,4,7,980,960400,780,608400,98199,1760,6004,5,690000.0
4,2.25,2860,8179600,40284,2.0,0,0,3,10,2860,8179600,0,0,98072,2670,92782,4,872000.0
4,1.75,2090,4368100,12750,1.0,0,0,3,8,1360,1849600,730,532900,98166,2040,12300,11,290000.0
4,1.75,1910,3648100,16785,1.0,0,0,4,7,1110,1232100,800,640000,98028,1590,9900,4,425000.0
3,2.75,3280,10758400,10558,1.0,0,2,4,9,2040,4161600,1240,1537600,98006,3150,9998,1,925000.0
3,1.0,1770,3132900,12458,1.0,0,0,3,7,1770,3132900,0,0,98155,2000,8225,12,340500.0
2,1.0,920,846400,6600,1.0,0,0,4,6,920,846400,0,0,98118,1370,5500,11,365000.0
3,1.75,1690,2856100,8489,1.0,0,0,4,7,1690,2856100,0,0,98004,1850,8536,7,725000.0
3,3.0,2470,6100900,7410,2.0,0,0,5,8,1860,3459600,610,372100,98117,2390,7800,7,811000.0
3,1.0,1040,1081600,9514,1.0,0,0,4,7,1040,1081600,0,0,98059,1040,9514,12,299000.0
4,2.0,1220,1488400,9147,1.0,0,0,5,7,1220,1488400,0,0,98146,1220,8576,4,287500.0
4,2.25,3500,12250000,13875,1.0,0,4,4,9,1830,3348900,1670,2788900,98146,2960,15000,5,879950.0
2,1.0,760,577600,3800,1.0,0,0,3,6,760,577600,0,0,98178,1220,7410,11,135900.0
4,2.25,3070,9424900,16028,1.0,0,3,3,9,1870,3496900,1200,1440000,98040,3070,19822,5,1225000.0
4,1.75,2100,4410000,6480,1.0,0,0,5,7,1300,1690000,800,640000,98177,1840,7500,10,522500.0
4,1.5,1660,2755600,6617,1.0,0,0,5,7,1660,2755600,0,0,98155,950,7440,3,399500.0
3,1.0,1430,2044900,5960,1.5,0,0,4,7,1430,2044900,0,0,98118,1140,3960,5,450000.0
4,1.0,1620,2624400,17500,1.0,0,0,3,7,1620,2624400,0,0,98023,2400,17394,10,218000.0
3,2.0,1490,2220100,9285,1.0,0,0,3,8,1490,2220100,0,0,98092,2040,6681,3,289999.0
2,1.0,1170,1368900,4750,1.0,0,0,3,6,1170,1368900,0,0,98107,1170,2023,2,540000.0
3,1.0,1240,1537600,7500,1.0,0,0,4,7,1240,1537600,0,0,98074,1240,9750,7,324950.0
3,2.0,2910,8468100,6600,2.0,0,0,4,7,1920,3686400,990,980100,98118,1370,5500,6,718500.0
3,2.0,2660,7075600,192099,1.0,0,0,4,9,2660,7075600,0,0,98022,2570,43561,7,495000.0
6,2.0,2220,4928400,8797,1.0,0,0,3,7,2220,4928400,0,0,98002,1170,5123,5,260000.0
4,1.5,1920,3686400,10000,1.0,0,0,4,7,1070,1144900,850,722500,98006,1450,10836,5,430000.0
3,3.25,2780,7728400,4002,2.0,0,0,3,8,2780,7728400,0,0,98019,1890,4090,6,402500.0
4,3.0,3110,9672100,4408,2.5,0,3,4,10,2510,6300100,600,360000,98105,3250,5669,8,1415000.0
3,2.25,1820,3312400,9766,1.0,0,0,4,7,1450,2102500,370,136900,98031,1860,8236,10,275000.0
3,2.25,1765,3115225,7652,2.0,0,0,3,7,1765,3115225,0,0,98003,1765,7719,6,250000.0
3,2.75,1800,3240000,9550,1.0,0,0,4,7,1320,1742400,480,230400,98006,1890,9902,5,665000.0
3,2.5,2650,7022500,144183,1.0,0,0,3,8,2650,7022500,0,0,98042,1940,41210,2,425000.0
2,1.0,1410,1988100,3600,1.5,0,0,4,7,1310,1716100,100,10000,98103,1740,4200,7,760000.0
3,2.5,1650,2722500,3076,2.0,0,0,3,7,1650,2722500,0,0,98053,1560,3064,8,447000.0
3,1.0,1180,1392400,8240,1.0,0,0,4,7,1180,1392400,0,0,98003,1180,7840,7,205000.0
3,1.5,800,640000,8850,1.0,0,0,4,6,800,640000,0,0,98023,820,8775,5,191000.0
2,1.75,1430,2044900,7921,1.0,0,0,3,7,1430,2044900,0,0,98146,1290,8040,3,350000.0
5,3.5,3300,10890000,7860,2.0,0,0,3,9,2410,5808100,890,792100,98006,2540,9920,3,789888.0
2,1.0,1220,1488400,10170,1.0,0,0,3,7,980,960400,240,57600,98125,1990,9064,3,443000.0
4,3.5,3530,12460900,7202,2.0,0,0,3,9,2660,7075600,870,756900,98177,2810,8100,9,695000.0
4,2.0,1380,1904400,4048,1.5,0,0,4,7,1380,1904400,0,0,98103,1440,3956,2,560000.0
3,1.75,1410,1988100,5000,1.0,0,0,4,7,810,656100,600,360000,98107,1760,5000,7,550000.0
2,2.5,3360,11289600,6750,2.0,0,0,3,9,3360,11289600,0,0,98053,2510,6750,7,850000.0
4,2.75,2270,5152900,24237,1.0,0,0,4,7,1360,1849600,910,828100,98058,2050,8016,4,352750.0
4,2.5,2890,8352100,9045,2.0,0,0,3,8,2890,8352100,0,0,98019,2840,10114,8,550000.0
5,1.0,1750,3062500,3861,1.5,0,0,3,7,1750,3062500,0,0,98122,1700,4255,11,774900.0
3,1.0,1010,1020100,8711,1.0,0,0,5,6,1010,1020100,0,0,98056,1250,8053,7,250000.0
4,2.5,3780,14288400,23623,2.0,0,0,3,9,3780,14288400,0,0,98006,3370,10210,8,962800.0
3,1.75,1880,3534400,11700,1.0,0,0,4,7,1880,3534400,0,0,98092,2230,35200,11,299500.0
2,1.0,800,640000,5220,1.0,0,0,3,6,800,640000,0,0,98125,1910,5376,11,250000.0
5,4.0,4720,22278400,493534,2.0,0,0,5,9,3960,15681600,760,577600,98027,2160,219542,1,745000.0
2,1.0,1060,1123600,10600,1.5,0,0,3,6,1060,1123600,0,0,98065,1560,21344,2,279475.0
3,2.25,2530,6400900,27227,2.0,0,0,3,8,2530,6400900,0,0,98056,2160,30192,12,450000.0
5,2.25,1980,3920400,13132,1.0,0,0,4,7,1260,1587600,720,518400,98198,1880,11325,8,307700.0
3,1.0,1650,2722500,5102,1.0,0,0,4,8,1300,1690000,350,122500,98199,1440,5102,12,665000.0
3,2.75,1890,3572100,3930,2.0,0,0,3,8,1890,3572100,0,0,98065,2100,4259,7,375000.0
4,2.5,3360,11289600,11637,2.0,0,0,3,11,3360,11289600,0,0,98023,3530,11205,3,420000.0
2,1.0,630,396900,4200,1.0,0,0,3,6,630,396900,0,0,98106,970,4200,7,148000.0
3,1.5,1980,3920400,4000,2.0,0,0,3,8,1980,3920400,0,0,98109,1980,3600,7,707000.0
3,1.0,990,980100,4250,1.0,0,0,4,7,840,705600,150,22500,98136,990,4500,11,399000.0
4,2.5,3420,11696400,115434,2.0,0,0,3,9,3420,11696400,0,0,98038,3250,111513,10,570000.0
4,2.25,3440,11833600,35025,2.0,0,0,3,10,3440,11833600,0,0,98053,3210,35005,3,853000.0
3,1.0,1300,1690000,14138,1.0,0,0,4,7,1300,1690000,0,0,98005,2440,12196,12,400000.0
2,1.75,2040,4161600,28593,1.5,1,3,4,7,2040,4161600,0,0,98070,2040,35124,5,615000.0
3,1.0,1250,1562500,7700,1.0,0,0,4,7,1250,1562500,0,0,98007,1520,7700,1,463000.0
4,2.5,1960,3841600,14242,1.0,0,1,4,8,1290,1664100,670,448900,98146,2490,10907,6,600000.0
5,2.5,2720,7398400,8120,1.0,0,0,3,7,1360,1849600,1360,1849600,98108,2020,8120,10,429000.0
4,4.25,3250,10562500,11780,2.0,0,0,3,8,2360,5569600,890,792100,98004,1800,9000,9,980000.0
6,3.75,3190,10176100,4700,2.0,0,0,3,8,3190,10176100,0,0,98042,2680,5640,4,359500.0
4,2.5,2570,6604900,7980,2.0,0,0,3,9,2570,6604900,0,0,98074,2760,6866,11,715000.0
3,1.75,1420,2016400,6984,1.0,0,0,4,7,980,960400,440,193600,98030,1430,7875,3,240000.0
4,2.0,2120,4494400,9442,1.0,0,0,5,7,1060,1123600,1060,1123600,98011,1290,9600,12,455000.0
3,2.5,2080,4326400,167270,1.0,0,0,3,7,2080,4326400,0,0,98038,2080,55321,10,610000.0
3,2.75,2740,7507600,5735,2.0,0,0,3,9,2740,7507600,0,0,98052,2210,5026,3,675000.0
3,1.75,1250,1562500,5375,1.0,0,0,3,7,1250,1562500,0,0,98198,1320,6258,1,283500.0
2,1.0,2150,4622500,4500,1.5,0,0,3,7,1260,1587600,890,792100,98118,1590,5010,8,235000.0
4,2.5,3230,10432900,12100,1.0,0,0,3,9,1870,3496900,1360,1849600,98006,2670,10200,6,827000.0
2,1.0,860,739600,8511,1.0,0,0,3,7,860,739600,0,0,98125,1554,8499,9,353000.0
4,2.5,2810,7896100,11902,2.0,0,0,4,9,2810,7896100,0,0,98059,2990,10754,9,747500.0
2,1.0,1040,1081600,4000,1.0,0,0,3,6,1040,1081600,0,0,98144,1740,4000,4,341000.0
3,1.0,1160,1345600,18055,1.0,0,0,2,5,1160,1345600,0,0,98168,1340,10324,11,182000.0
3,2.0,1470,2160900,2781,2.0,0,0,3,6,1470,2160900,0,0,98038,1360,3008,12,250000.0
4,3.5,2350,5522500,13402,2.0,0,3,3,8,1670,2788900,680,462400,98033,2250,9474,5,655000.0
3,2.25,1660,2755600,8307,1.0,0,0,4,8,1660,2755600,0,0,98133,2510,7800,5,405000.0
4,1.75,2020,4080400,9750,1.0,0,0,3,7,1100,1210000,920,846400,98074,1670,9600,8,390000.0
2,1.0,890,792100,8180,1.0,0,0,3,7,890,792100,0,0,98155,1130,8180,10,275400.0
3,2.25,2430,5904900,5500,2.0,0,0,3,8,1810,3276100,620,384400,98033,2040,5500,6,791000.0
3,1.75,1460,2131600,7700,1.0,0,0,3,7,1460,2131600,0,0,98052,1720,7280,5,424500.0
3,1.0,980,960400,7200,1.0,0,0,4,7,980,960400,0,0,98116,1180,6572,6,430000.0
4,2.5,2580,6656400,10631,2.0,0,2,4,9,2580,6656400,0,0,98033,4220,10631,5,865000.0
2,2.0,1250,1562500,7543,1.0,0,0,3,7,1250,1562500,0,0,98198,1250,7506,3,163000.0
4,2.75,3140,9859600,9085,1.0,0,2,5,8,1570,2464900,1570,2464900,98006,2430,9350,9,920000.0
5,3.25,2680,7182400,3011,2.0,0,0,3,9,1870,3496900,810,656100,98122,3440,5165,12,1028950.0
3,1.75,1810,3276100,8048,1.0,0,0,4,7,1290,1664100,520,270400,98055,1550,9081,7,325000.0
5,2.5,2090,4368100,4698,2.0,0,0,3,7,2090,4368100,0,0,98038,2070,4698,6,315000.0
4,1.0,1120,1254400,8763,1.0,0,0,3,6,1120,1254400,0,0,98146,1120,8636,9,227000.0
4,1.75,1790,3204100,7175,1.5,0,0,3,6,1410,1988100,380,144400,98168,1790,8417,7,179000.0
2,1.0,870,756900,2676,1.0,0,0,3,7,820,672400,50,2500,98144,1500,1719,10,276000.0
4,1.5,3160,9985600,19745,1.5,0,0,4,6,1840,3385600,1320,1742400,98010,1540,8611,3,335000.0
3,2.0,2350,5522500,12480,1.0,0,0,3,7,1600,2560000,750,562500,98028,2160,12000,11,430000.0
3,2.5,1810,3276100,4113,2.0,0,0,3,7,1810,3276100,0,0,98042,1880,4465,11,266490.0
4,2.75,3160,9985600,8197,1.0,0,0,3,8,1580,2496400,1580,2496400,98115,2050,8197,8,655000.0
3,2.0,1660,2755600,3600,1.0,0,0,3,7,1000,1000000,660,435600,98103,1700,4356,11,635500.0
5,2.5,2500,6250000,9583,1.0,0,0,3,7,1300,1690000,1200,1440000,98198,2120,19352,6,235000.0
