sqft_living,grade,sqft_above,bathrooms,quartier,view,sqft_basement,bedrooms,waterfront,floors
1900,7,1900,2.5,0,0,0,4,0,2.0
2200,7,1240,1.75,0,0,960,3,0,1.0
3080,8,1940,4.5,1,3,1140,4,0,2.0
760,5,760,1.0,0,0,0,3,0,1.0
900,7,900,1.0,0,0,0,2,0,1.0
800,6,800,1.0,0,0,0,2,0,1.0
4460,12,4460,2.5,1,0,0,3,0,2.0
4410,9,4410,3.5,0,0,0,5,0,2.0
710,6,710,1.0,0,0,0,2,0,1.0
3880,10,3060,3.5,0,0,820,4,0,2.0
1730,9,1730,2.5,0,0,0,3,0,3.0
2095,9,2095,2.5,0,0,0,4,0,2.0
1240,7,1240,1.75,0,0,0,2,0,1.5
2660,8,2660,3.25,0,0,0,3,0,2.5
4300,10,2710,3.5,0,0,1590,4,0,2.0
2790,8,2790,2.75,0,0,0,4,0,2.0
1620,7,1620,2.25,0,0,0,3,0,1.0
970,6,970,1.0,0,0,0,2,0,1.0
2390,6,1240,1.75,0,0,1150,3,0,1.0
2760,8,2760,2.25,0,0,0,3,0,1.0
4340,10,4340,4.5,0,4,0,5,0,3.0
1050,7,1050,1.0,0,0,0,3,0,1.0
970,7,970,1.0,0,0,0,3,0,1.0
1940,8,1290,1.75,1,0,650,3,0,1.0
1810,7,1810,2.25,0,0,0,4,0,2.0
1740,8,1740,2.0,0,0,0,3,0,1.0
2420,8,1420,2.25,0,0,1000,3,0,1.0
1740,8,1130,2.5,1,0,610,3,0,2.0
1690,7,1690,1.75,0,0,0,3,0,1.0
970,6,970,1.0,0,0,0,3,0,1.0
1620,7,1620,2.5,0,0,0,3,0,1.0
2160,7,1360,2.5,0,0,800,3,0,1.0
3170,9,3170,2.5,0,0,0,4,0,2.0
2090,8,2090,2.5,0,0,0,4,0,2.0
1060,5,1060,1.0,0,0,0,2,0,1.0
1210,8,1120,2.25,0,0,90,2,0,2.0
890,6,890,1.0,0,0,0,2,0,1.0
2200,8,2200,2.25,0,0,0,3,0,2.0
2283,8,2283,2.5,0,0,0,3,0,2.0
3190,8,2430,3.5,0,0,760,5,0,2.0
2620,8,1320,1.75,0,0,1300,3,0,1.0
1780,8,1780,2.5,0,0,0,4,0,2.0
1240,7,1060,1.0,0,0,180,3,0,1.0
1150,7,1150,1.0,0,0,0,3,0,1.0
740,6,740,1.0,0,0,0,2,0,1.0
3270,9,3270,2.5,0,0,0,4,0,2.0
2690,7,1840,2.5,0,0,850,3,0,2.0
2240,9,2240,2.25,0,0,0,3,0,2.0
840,6,840,1.0,0,0,0,2,0,1.0
1660,7,1660,2.0,0,0,0,4,0,1.0
1490,7,1490,2.0,0,0,0,3,0,1.0
3370,9,2650,2.75,0,0,720,3,0,2.0
1730,8,1730,2.5,0,0,0,2,0,3.5
1000,7,1000,1.75,0,0,0,3,0,1.0
1230,7,1230,1.0,0,0,0,2,0,1.0
3100,8,3100,4.5,0,0,0,5,0,2.0
1810,8,1310,2.5,0,0,500,3,0,1.0
1970,7,1970,2.5,0,0,0,3,0,2.0
1960,7,1220,2.5,0,0,740,4,0,1.0
1230,7,1090,1.75,1,1,140,4,0,1.0
1520,8,1520,2.25,0,0,0,3,0,3.0
3230,9,3230,3.25,0,0,0,4,0,2.0
590,6,590,0.75,0,0,0,1,0,1.0
1060,6,1060,1.0,0,2,0,3,0,1.0
1380,7,1380,1.0,0,0,0,3,0,1.5
1420,8,1420,1.75,0,0,0,3,0,1.0
2420,9,2420,2.5,0,0,0,4,0,2.0
2030,7,1220,2.0,0,0,810,3,0,1.0
2460,8,2460,1.75,0,0,0,4,0,2.0
1970,7,1140,1.75,0,0,830,4,0,1.0
2580,9,2580,2.5,1,2,0,3,0,1.0
1140,8,1140,2.25,0,0,0,3,0,3.0
1110,6,970,1.0,0,0,140,2,0,1.5
2210,7,1540,2.25,0,0,670,3,0,1.0
2070,8,2070,2.5,0,0,0,4,0,2.0
2300,8,1150,2.25,1,0,1150,3,0,1.0
1070,9,720,2.0,0,0,350,2,0,2.0
880,7,880,1.0,0,0,0,2,0,1.0
3070,9,3070,2.5,0,0,0,3,0,2.0
1670,7,1170,1.0,0,0,500,3,0,1.5
2040,6,810,2.0,0,0,1230,3,0,1.0
1940,8,1940,2.5,0,0,0,3,0,2.0
2100,7,1240,2.75,0,0,860,4,0,1.0
2130,7,1250,2.0,0,0,880,4,0,1.0
1790,7,1790,2.5,0,0,0,4,0,1.0
1490,7,1090,1.0,1,0,400,2,0,1.0
1200,7,1070,1.0,0,0,130,2,0,1.0
1300,7,1300,2.0,0,0,0,2,0,1.0
1330,7,1330,1.0,0,0,0,4,0,1.5
2770,9,2770,2.5,0,0,0,4,0,2.0
1570,8,1570,2.5,0,0,0,3,0,3.0
2900,7,2900,2.0,0,0,0,5,0,2.0
1170,6,1170,1.0,0,0,0,2,0,1.0
1060,6,1060,1.0,0,0,0,3,0,1.0
760,6,760,1.0,0,0,0,2,0,1.0
1500,7,1500,1.0,0,0,0,4,0,1.0
2730,8,2730,2.25,0,0,0,4,0,2.0
3040,9,1760,2.75,0,3,1280,6,0,1.0
1170,7,1170,1.0,0,0,0,3,0,1.0
1960,7,1260,1.75,0,0,700,4,0,1.0
1580,7,1580,2.25,1,0,0,3,0,2.0
1880,7,1880,2.5,0,0,0,3,0,2.0
2610,7,1980,2.25,1,0,630,3,0,2.0
3920,10,3920,2.5,0,0,0,4,0,2.0
880,7,880,1.0,0,0,0,2,0,1.0
1690,8,1150,2.5,0,0,540,3,0,2.0
1740,7,1740,2.5,0,0,0,3,0,2.0
1830,9,1530,2.5,0,0,300,2,0,2.0
1940,8,1940,2.5,0,0,0,3,0,2.0
3650,10,1850,2.25,1,0,1800,5,0,1.0
1920,8,1920,2.0,0,0,0,3,0,1.0
960,7,960,1.0,0,0,0,3,0,1.0
2570,8,1470,2.25,0,1,1100,5,0,1.0
1590,7,1590,2.5,0,0,0,3,0,2.0
3920,9,2820,3.5,0,0,1100,5,0,2.0
2130,8,1330,2.5,0,0,800,2,0,1.0
1850,7,1850,2.5,0,0,0,3,0,2.0
1240,7,1240,1.0,0,0,0,3,0,1.0
3500,8,2760,3.25,0,0,740,5,0,2.0
2520,8,2520,2.5,0,0,0,4,0,2.0
1660,8,1660,1.5,0,0,0,3,0,2.0
1010,6,1010,1.0,0,0,0,3,0,1.0
960,7,760,1.0,1,0,200,1,0,1.0
2510,8,2510,2.5,0,0,0,4,0,2.0
2910,9,1830,3.25,0,3,1080,4,0,2.0
2230,7,1390,1.75,0,0,840,6,0,1.0
1270,7,1270,1.0,0,0,0,3,0,1.0
1540,7,1540,2.0,0,0,0,2,0,2.0
1480,7,1480,2.0,0,0,0,3,0,2.0
2830,8,2830,2.5,0,0,0,4,0,2.0
1950,7,1010,1.75,0,0,940,2,0,1.0
3430,10,2390,4.0,0,0,1040,4,0,2.0
2810,9,2810,2.75,0,0,0,4,0,2.0
2680,8,1440,2.5,0,0,1240,3,0,1.0
2470,8,2470,3.0,0,0,0,3,0,2.0
1740,7,1740,1.0,0,0,0,3,0,1.5
3370,10,3370,2.5,0,0,0,4,0,2.0
2850,10,1790,2.5,0,4,1060,3,1,1.5
1000,6,1000,1.0,0,0,0,2,0,1.0
4470,9,3240,2.25,1,2,1230,3,0,2.0
1870,8,1870,2.5,0,0,0,3,0,2.0
1660,7,1660,2.5,0,0,0,3,0,2.0
1590,7,990,2.0,0,2,600,4,0,1.0
1170,7,1170,2.0,0,0,0,2,0,1.0
1220,7,1220,2.0,0,0,0,4,0,1.0
1830,7,930,2.5,0,0,900,2,0,1.0
2480,8,1500,3.0,0,0,980,3,0,1.0
1780,7,900,2.0,0,0,880,4,0,1.0
1560,8,1560,1.75,0,0,0,3,0,1.0
1690,8,1690,2.5,1,0,0,3,0,1.0
1980,7,1440,2.0,0,0,540,3,0,1.5
2880,8,1580,1.75,0,0,1300,3,0,1.0
1490,8,1490,2.5,0,0,0,3,0,2.0
1760,7,1060,1.75,0,0,700,3,0,1.0
2070,7,1170,2.25,0,0,900,3,0,1.0
970,7,970,1.0,0,0,0,2,0,1.0
1330,6,710,1.75,0,0,620,3,0,1.0
2120,7,1720,2.25,0,0,400,5,0,1.5
1600,7,1600,2.0,0,0,0,4,0,1.0
2560,8,1510,2.25,0,0,1050,3,0,1.0
2000,7,2000,2.0,0,0,0,4,0,1.5
1940,7,1940,1.0,0,0,0,4,0,1.5
1800,8,1340,2.25,0,0,460,3,0,1.0
1500,8,1500,2.0,0,0,0,3,0,2.0
1440,7,1000,2.5,0,0,440,3,0,1.0
1310,8,1310,2.5,0,0,0,2,0,2.0
2260,8,2260,2.5,0,0,0,3,0,2.0
1210,8,1000,3.25,0,0,210,3,0,2.0
1150,6,1150,1.0,0,0,0,2,0,1.0
2420,8,2420,2.75,0,0,0,4,0,2.0
1840,7,920,1.0,0,0,920,3,0,1.0
1660,6,1010,1.75,0,0,650,4,0,1.0
1840,6,1840,2.0,0,0,0,3,0,1.0
2770,8,2770,2.75,0,0,0,4,0,2.0
3440,11,2560,3.5,0,0,880,4,0,2.0
870,6,870,1.0,0,0,0,2,0,1.0
2090,8,2090,2.25,0,0,0,3,0,2.0
2450,7,1340,2.25,0,2,1110,6,0,1.0
3340,9,3340,2.75,0,0,0,4,0,2.0
1000,8,1000,1.0,0,0,0,3,0,1.0
1030,7,1030,1.0,1,0,0,3,0,1.0
1970,7,1970,2.5,0,0,0,4,0,2.0
1100,7,780,1.75,0,0,320,3,0,2.0
1570,7,1570,2.0,0,0,0,3,0,1.0
2010,8,1390,2.5,0,0,620,3,0,2.0
1920,10,1780,2.5,0,2,140,3,0,2.0
1350,7,1350,2.0,0,0,0,3,0,1.0
3720,10,3720,2.5,0,0,0,4,0,2.0
3350,8,2180,3.0,0,0,1170,5,0,2.0
2470,8,2470,2.5,0,0,0,4,0,2.0
3600,9,2510,4.5,0,0,1090,6,0,2.0
2680,8,2680,2.5,0,0,0,4,0,2.0
960,7,960,1.0,0,0,0,2,0,1.0
1560,7,1130,1.0,0,0,430,2,0,1.0
930,6,930,1.0,0,0,0,2,0,1.0
2100,9,2100,2.5,1,0,0,3,0,2.0
1490,6,990,1.75,0,0,500,3,0,1.0
1200,7,1200,1.0,0,0,0,3,0,1.0
2090,7,1470,2.5,0,0,620,4,0,1.0
2432,9,2432,2.5,0,2,0,3,0,2.0
2770,10,2770,2.25,0,0,0,3,0,2.0
2310,8,2310,2.0,1,0,0,5,0,1.5
4200,9,2910,2.25,1,0,1290,5,0,2.5
2730,9,2730,2.25,0,2,0,3,0,2.0
1610,7,1610,2.0,0,0,0,3,0,1.0
1350,6,1350,1.0,0,0,0,3,0,1.5
2130,8,2130,2.5,0,0,0,3,0,2.0
1960,7,1750,2.25,0,0,210,3,0,2.0
2990,8,2990,2.5,0,0,0,4,0,2.0
1590,7,1590,2.5,0,0,0,3,0,2.0
1450,7,1450,1.5,0,0,0,3,0,1.0
1200,7,1200,2.0,0,0,0,3,0,1.0
2280,7,1510,2.5,0,0,770,4,0,1.5
1640,7,1640,2.5,0,0,0,3,0,2.0
1620,6,1620,1.0,0,0,0,3,0,1.0
2240,8,2240,2.5,0,0,0,3,0,2.0
2640,8,1440,2.75,0,2,1200,4,0,1.0
2510,9,2510,1.75,0,0,0,2,0,2.0
810,6,810,1.0,0,0,0,2,0,1.0
2810,9,1900,3.5,0,0,910,5,0,2.0
1700,8,1700,1.0,0,0,0,3,0,1.5
2330,9,1920,3.0,0,0,410,3,0,2.0
1460,8,1130,3.25,0,0,330,3,0,2.0
1880,6,940,1.0,0,0,940,2,0,1.0
2120,8,1500,2.5,1,0,620,4,0,1.0
1210,6,1210,1.0,0,0,0,3,0,1.0
760,7,760,1.0,0,0,0,2,0,1.0
1000,6,600,1.75,0,0,400,2,0,1.0
1010,6,1010,1.0,0,0,0,2,0,1.0
1960,8,1290,2.25,1,0,670,5,0,1.0
1680,7,1330,1.75,0,0,350,4,0,1.0
1500,7,1500,1.0,0,0,0,3,0,1.0
1410,7,1410,1.75,0,0,0,3,0,1.0
1540,7,1540,2.0,0,0,0,2,0,2.0
1320,7,1320,1.75,0,0,0,3,0,1.0
840,6,840,0.75,0,0,0,1,0,1.5
1680,8,1680,1.75,0,0,0,2,0,1.0
1270,7,1270,1.0,0,0,0,3,0,1.5
2550,7,2550,2.5,0,0,0,2,0,2.5
1410,7,1410,1.5,0,0,0,3,0,1.0
1710,7,1710,1.5,0,0,0,3,0,2.0
3840,9,3840,3.5,0,0,0,5,0,2.0
3780,9,3780,2.5,1,0,0,4,0,2.0
1830,7,1490,1.75,0,0,340,3,0,2.0
1760,8,1760,1.75,0,0,0,3,0,1.0
1830,7,1830,2.5,0,0,0,4,0,2.0
1260,7,810,1.75,0,0,450,3,0,2.0
2610,9,2610,2.5,0,0,0,4,0,2.0
860,5,860,1.0,0,0,0,2,0,1.0
2500,8,2500,3.0,0,0,0,3,0,2.0
3940,10,3230,4.75,1,0,710,5,0,2.0
1870,7,1100,2.5,0,0,770,4,0,1.0
2350,8,1520,2.75,1,0,830,5,0,1.5
1820,7,1820,2.0,0,0,0,4,0,2.0
1700,7,1700,2.0,1,2,0,3,0,2.0
810,7,810,1.0,0,0,0,2,0,1.0
1770,7,960,1.0,0,0,810,2,0,1.5
1490,8,1490,2.0,1,0,0,3,0,1.0
2160,7,1080,2.25,0,0,1080,4,0,1.0
1210,8,1210,1.75,0,0,0,3,0,1.5
2060,7,2060,2.5,0,0,0,4,0,2.0
1770,7,1770,2.25,0,0,0,4,0,2.0
1930,8,1280,1.75,0,0,650,4,0,1.0
2590,8,2590,2.5,0,0,0,4,0,2.0
1380,7,940,1.0,0,0,440,3,0,1.0
1760,8,1290,1.5,0,3,470,3,0,1.5
2690,8,2020,2.25,1,3,670,5,0,1.0
1880,8,1880,2.5,0,0,0,3,0,2.0
1960,7,1340,1.75,0,0,620,4,0,1.0
2120,7,1060,1.0,0,0,1060,2,0,1.0
1540,9,1540,2.25,0,0,0,2,0,3.0
1390,7,1390,1.75,0,0,0,3,0,1.0
1860,8,1860,2.5,0,0,0,3,0,2.0
950,7,850,1.5,0,0,100,2,0,2.0
2880,8,1520,2.5,1,4,1360,3,0,1.0
710,6,710,1.0,0,0,0,2,0,1.0
2280,8,1250,1.0,0,2,1030,3,0,1.0
2510,7,2510,2.5,0,0,0,3,0,2.0
2670,10,2670,2.5,0,0,0,3,0,1.0
790,6,790,1.0,0,0,0,2,0,1.0
2440,8,2440,2.5,0,0,0,4,0,2.5
1990,7,1030,2.25,0,0,960,4,0,1.0
1100,7,1100,1.0,0,0,0,3,0,1.0
9640,12,4820,6.75,1,4,4820,5,1,1.0
2500,8,1590,2.5,0,0,910,4,0,1.0
1150,7,1150,1.75,0,0,0,3,0,1.0
1800,7,1690,2.5,0,0,110,3,0,2.0
1550,7,1550,1.75,0,0,0,5,0,1.5
2070,7,1260,1.75,0,0,810,2,0,1.0
2480,9,1330,2.25,0,4,1150,3,0,1.0
2250,8,1200,2.75,0,0,1050,4,0,1.0
1010,5,1010,1.0,0,0,0,3,0,1.0
2670,8,1940,2.5,0,0,730,4,0,2.0
2180,9,2180,2.25,0,0,0,3,0,2.0
2130,8,2130,2.5,0,0,0,4,0,2.0
2030,8,1530,1.5,0,0,500,4,0,1.5
2650,8,2650,2.5,0,0,0,4,0,2.0
3130,9,2140,2.75,0,0,990,4,0,2.0
1540,7,1540,2.25,0,0,0,3,0,3.0
1930,8,1930,2.0,0,0,0,2,0,1.0
1730,7,980,1.75,1,0,750,4,0,1.0
2370,9,2370,2.5,1,0,0,4,0,2.0
700,6,700,1.0,0,0,0,2,0,1.0
1730,8,1730,1.75,0,0,0,3,0,1.0
2060,8,1050,2.5,1,0,1010,3,0,1.0
2150,8,2150,2.25,0,0,0,4,0,2.0
2460,7,2460,2.5,0,0,0,4,0,2.0
1310,7,1310,1.75,0,0,0,3,0,1.0
2170,8,2170,2.25,0,0,0,3,0,1.0
870,6,740,2.0,0,0,130,2,0,1.0
3444,8,2714,3.25,0,0,730,4,0,2.0
1300,7,1300,1.0,0,0,0,3,0,1.0
2870,9,2870,2.75,0,0,0,5,0,2.0
2730,9,2730,2.5,1,0,0,4,0,2.0
4210,10,4210,3.5,0,0,0,4,0,2.0
1580,8,900,1.5,0,0,680,3,0,1.0
800,6,680,1.0,0,0,120,1,0,1.0
770,6,770,1.0,0,0,0,2,0,1.0
1570,7,1570,2.5,0,0,0,2,0,3.0
3000,8,2400,3.5,0,2,600,6,0,2.0
2020,7,2020,2.25,0,0,0,4,0,2.0
2390,8,1970,2.5,0,0,420,3,0,2.0
1800,7,1200,1.5,0,0,600,3,0,1.0
1714,8,1714,2.5,0,0,0,4,0,2.0
1400,7,1400,1.5,0,0,0,3,0,1.0
830,7,830,1.5,0,0,0,2,0,2.0
1580,7,1580,1.0,0,2,0,4,0,1.5
3310,9,2400,3.5,0,0,910,4,0,2.0
1840,8,1370,2.25,0,0,470,3,0,1.0
2190,8,1760,2.5,1,0,430,3,0,1.0
2040,6,1430,1.75,0,0,610,2,0,1.0
1060,7,1060,1.5,0,0,0,3,0,1.0
2680,8,2680,2.5,1,0,0,4,0,2.0
1820,8,1240,2.25,0,0,580,3,0,1.0
2250,7,1250,2.0,0,0,1000,3,0,1.0
1420,7,1420,2.0,0,0,0,3,0,1.0
2560,7,2560,2.25,0,0,0,4,0,2.0
1440,6,720,1.75,0,0,720,4,0,1.0
2280,8,1270,2.0,0,3,1010,4,0,1.0
1980,7,1310,1.75,0,0,670,3,0,1.0
2610,9,1660,3.25,0,0,950,3,0,1.5
2320,8,2320,2.75,0,0,0,4,0,2.0
1040,7,1040,1.0,0,0,0,3,0,1.0
1410,7,1410,1.0,0,0,0,2,0,1.0
2160,7,2160,2.5,0,0,0,4,0,2.0
1180,7,1180,1.0,0,0,0,3,0,1.5
1480,7,1170,1.5,0,0,310,3,0,1.0
1890,7,1190,1.5,0,0,700,3,0,1.0
1230,6,1230,1.0,0,0,0,4,0,1.5
2920,10,2920,2.5,0,0,0,4,0,2.0
2260,8,2260,2.5,0,0,0,4,0,2.0
840,7,840,1.0,0,0,0,2,0,1.0
860,6,860,1.0,0,0,0,2,0,1.0
1830,7,1830,1.75,0,0,0,3,0,1.0
1520,7,1520,1.0,0,0,0,3,0,1.5
2160,8,2160,2.5,0,0,0,3,0,2.0
1740,8,1130,2.5,0,0,610,3,0,1.0
1370,7,1370,2.0,0,0,0,3,0,1.0
3190,9,3190,2.0,0,0,0,3,0,2.0
2500,8,2500,3.5,0,0,0,3,0,2.0
2120,7,2120,2.5,0,0,0,3,0,2.0
4010,12,4010,2.5,0,0,0,4,0,2.0
1090,8,1090,1.5,0,0,0,2,0,3.0
1640,6,1640,1.0,0,0,0,3,0,1.5
3210,10,3210,2.5,0,0,0,4,0,2.0
3140,10,3140,2.5,0,0,0,3,0,2.0
1510,7,1510,2.0,0,0,0,4,0,1.5
1140,7,1140,1.5,0,0,0,3,0,2.0
1780,8,1350,1.75,0,0,430,3,0,1.0
1040,7,1040,1.0,0,0,0,3,0,1.0
2370,8,2370,2.5,0,0,0,4,0,2.0
4460,9,4460,3.25,0,0,0,3,0,2.0
3090,7,1590,2.0,0,0,1500,4,0,1.0
2320,7,2320,1.75,0,0,0,3,0,2.0
1320,7,1320,1.75,0,0,0,4,0,1.0
1920,7,1170,1.75,0,0,750,4,0,1.0
1960,7,1260,1.0,0,0,700,3,0,1.0
2780,8,2180,3.5,0,0,600,5,0,2.0
1920,7,1060,1.5,0,0,860,2,0,1.0
3420,9,2270,3.0,1,0,1150,6,0,1.0
1670,7,1170,2.5,0,0,500,4,0,1.0
1450,7,1450,2.25,0,0,0,3,0,2.0
1650,7,1100,1.5,0,0,550,3,0,1.0
2520,7,1260,1.75,0,0,1260,4,0,1.0
1280,8,1280,2.0,0,0,0,2,0,2.0
1250,7,1250,1.0,0,0,0,3,0,1.0
2120,7,1620,2.5,0,0,500,4,0,1.0
1810,7,1810,2.75,0,0,0,4,0,1.5
1640,8,1640,2.25,0,0,0,2,0,2.0
1600,7,1600,2.0,0,0,0,4,0,1.0
1060,7,1060,1.75,0,0,0,2,0,2.0
2090,8,1340,2.75,0,0,750,3,0,1.0
1780,9,1780,1.75,0,0,0,3,0,1.0
1520,7,1520,2.5,0,0,0,3,0,2.0
3620,8,1900,3.0,1,2,1720,5,0,1.0
1700,6,1200,1.0,0,0,500,3,0,1.5
1950,8,1230,2.75,0,0,720,3,0,1.0
3090,8,3090,2.0,0,0,0,4,0,2.5
3220,8,2610,2.5,0,0,610,4,0,2.0
1970,8,1970,2.5,0,0,0,3,0,2.0
1900,7,1900,2.5,0,0,0,4,0,2.0
3120,9,3120,2.5,0,0,0,4,0,2.0
1910,7,1410,2.0,0,0,500,3,0,1.0
1540,8,1540,2.5,0,0,0,4,0,2.0
1210,8,1210,1.75,0,0,0,2,0,2.0
1340,7,1340,1.75,0,0,0,3,0,1.5
1430,7,1150,1.0,0,0,280,2,0,1.5
2230,7,1300,2.25,0,0,930,4,0,1.0
770,7,770,1.0,0,0,0,2,0,1.0
1430,6,730,1.0,0,0,700,4,0,1.0
1960,8,1210,1.5,0,0,750,2,0,1.0
1680,7,1680,2.0,0,0,0,3,0,1.0
1850,7,1850,1.5,0,2,0,2,0,1.5
4270,10,3170,3.5,0,3,1100,4,0,2.0
4390,11,3060,3.5,1,3,1330,4,0,2.0
2890,8,2890,2.5,0,2,0,4,0,2.0
880,6,880,1.0,0,0,0,2,0,1.0
1610,7,1080,1.75,0,0,530,3,0,1.0
2150,7,2150,1.5,0,0,0,4,0,1.0
1010,6,1010,1.0,0,0,0,3,0,1.0
1820,7,910,2.0,0,0,910,5,0,1.0
3320,10,3320,2.5,1,0,0,4,0,2.0
3160,7,3160,3.0,0,0,0,2,0,2.0
3820,11,3310,3.25,1,1,510,4,0,2.0
1730,5,1730,1.5,0,0,0,4,0,1.5
3390,9,3390,2.75,0,0,0,5,0,2.0
2640,8,1620,2.25,0,0,1020,4,0,1.0
2780,9,1560,1.75,1,0,1220,4,0,1.0
2643,8,2643,2.5,0,0,0,4,0,2.0
2340,8,1510,1.75,0,0,830,3,0,1.5
2040,8,2040,2.5,0,0,0,3,0,2.0
2190,7,2190,2.25,0,0,0,4,0,2.0
2640,10,2640,2.75,0,0,0,4,0,2.0
1220,7,1220,1.75,0,0,0,3,0,1.0
1640,7,870,1.75,0,0,770,4,0,1.5
1450,6,1150,1.0,0,0,300,3,0,1.0
1620,8,1620,2.0,0,0,0,3,0,1.5
1300,6,1300,1.0,0,0,0,3,0,1.0
1030,7,1030,1.0,0,0,0,3,0,1.0
1510,6,1510,1.0,0,0,0,3,0,1.5
950,7,950,1.0,0,0,0,3,0,1.0
1370,7,1370,1.75,0,0,0,3,0,1.0
1140,5,1140,1.0,0,0,0,4,0,1.0
2100,7,1080,1.75,0,0,1020,3,0,1.0
1760,7,780,2.0,0,1,980,4,0,1.0
2180,7,1100,2.25,0,0,1080,4,0,1.0
910,5,910,1.0,0,0,0,2,0,1.0
1320,7,1320,1.0,0,0,0,3,0,1.5
3200,9,2500,3.5,0,2,700,4,0,2.0
3640,10,3640,3.25,0,0,0,4,0,2.0
2770,8,1650,2.75,0,0,1120,3,0,1.0
1480,9,1480,1.75,0,0,0,3,0,2.5
2220,8,2220,1.75,0,0,0,3,0,1.0
2950,7,1810,2.75,0,0,1140,4,0,2.0
1790,8,1790,2.5,0,0,0,3,0,2.0
1630,7,1080,1.75,0,0,550,3,0,1.0
2580,8,2580,2.5,1,0,0,4,0,2.0
1150,7,1150,1.0,0,0,0,3,0,1.0
1780,7,1780,2.5,0,0,0,3,0,2.0
1350,8,1350,1.0,0,0,0,4,0,1.5
2490,9,1580,2.5,0,4,910,3,1,1.0
2760,8,1690,2.75,1,0,1070,3,0,1.0
1900,7,1900,2.75,0,0,0,3,0,1.0
1650,8,1470,1.75,1,0,180,3,0,1.0
2740,9,2740,3.25,0,0,0,4,0,2.5
1330,7,1330,1.75,0,0,0,3,0,1.0
3300,8,3300,4.5,0,0,0,6,0,2.0
1410,7,1410,2.5,0,0,0,3,0,2.0
1720,7,1720,1.0,0,0,0,3,0,1.0
1430,7,1430,2.25,0,0,0,3,0,2.0
1350,8,1350,1.75,0,0,0,2,0,1.0
960,6,960,1.0,0,0,0,2,0,1.5
1880,7,1280,2.25,0,0,600,3,0,1.0
2200,7,1910,3.25,0,2,290,3,0,2.0
1460,7,1460,1.5,0,0,0,2,0,1.5
3550,10,3550,2.5,0,0,0,3,0,2.0
1210,7,1210,1.75,0,0,0,3,0,1.0
2610,8,1920,2.5,0,0,690,4,0,1.5
3200,8,2000,2.0,0,0,1200,3,0,1.0
1710,7,1200,1.0,0,0,510,3,0,1.5
1980,7,1170,2.25,0,0,810,4,0,1.0
1470,7,1470,2.5,0,0,0,3,0,2.0
2300,8,1290,2.5,0,0,1010,5,0,1.0
2160,7,1580,2.25,0,0,580,3,0,2.0
1520,7,1520,1.5,0,0,0,3,0,1.0
1010,7,1010,1.0,0,0,0,2,0,1.0
1820,8,1570,2.5,0,0,250,3,0,2.0
4700,11,3910,4.25,1,1,790,4,0,2.0
2120,7,1220,1.75,0,0,900,6,0,1.5
2980,8,1590,2.75,1,0,1390,3,0,1.5
2050,7,1300,2.75,0,0,750,4,0,1.0
3500,9,3500,2.5,0,2,0,4,0,2.0
1420,6,1090,1.0,0,0,330,3,0,1.0
2610,8,2610,2.5,0,0,0,4,0,2.0
2630,8,2630,2.5,0,0,0,5,0,1.5
3520,10,3520,2.5,0,0,0,4,0,2.0
1280,7,850,1.5,0,0,430,2,0,1.0
1650,7,1650,2.25,0,0,0,3,0,2.0
1100,7,1100,1.0,0,0,0,2,0,1.0
3760,9,2780,3.75,0,0,980,5,0,2.0
1300,7,1300,1.75,0,0,0,3,0,1.0
1890,7,1890,2.5,0,0,0,3,0,2.0
4010,11,3150,3.5,1,3,860,4,0,2.0
1820,7,1820,2.25,0,0,0,3,0,1.0
1760,7,1760,2.25,0,0,0,3,0,2.0
1820,7,930,1.75,0,0,890,4,0,1.0
2050,7,1050,1.5,0,0,1000,4,0,1.0
1520,8,1520,2.5,0,0,0,4,0,2.0
4410,9,2350,2.5,0,2,2060,6,0,1.0
2200,8,2200,2.5,0,0,0,3,0,2.0
2460,9,2460,2.5,0,0,0,3,0,2.0
1445,7,1300,2.25,0,0,145,3,0,2.0
2320,8,2270,1.75,0,0,50,4,0,1.0
1510,7,1510,1.75,0,0,0,3,0,1.0
1750,5,1750,2.0,0,0,0,4,0,1.0
3020,9,3020,2.25,0,0,0,3,0,2.0
4290,10,3590,3.25,1,0,700,5,0,2.5
1670,7,1670,1.5,0,2,0,3,0,2.0
5240,10,5240,5.25,0,2,0,4,0,2.0
1140,7,1140,1.0,0,0,0,2,0,1.0
1820,7,1820,2.5,0,0,0,4,0,2.0
2950,9,2450,3.25,0,0,500,3,0,2.0
1460,7,1460,2.5,0,0,0,3,0,2.0
1540,7,1440,1.75,0,0,100,3,0,1.0
2290,7,2290,2.0,0,3,0,4,0,1.5
1280,8,1060,2.5,0,0,220,2,0,2.0
720,6,720,1.0,0,0,0,2,0,1.0
760,6,760,1.0,0,0,0,2,0,1.0
2425,9,2425,2.5,0,0,0,4,0,2.0
2260,8,1760,3.25,0,0,500,3,0,2.0
920,7,920,1.5,0,0,0,2,0,2.0
1220,7,1220,1.5,1,0,0,3,0,2.0
3020,9,3020,2.5,0,0,0,4,0,2.5
2220,10,2220,2.5,0,2,0,3,0,3.0
1320,7,1320,1.5,0,0,0,3,0,1.0
800,6,800,1.0,0,0,0,2,0,1.0
2660,9,2660,2.5,1,0,0,4,0,2.0
2690,7,2690,2.5,0,0,0,4,0,2.0
